data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-11-29 17:13:44.080366;509;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Gloria Nye;feminino;pix
2025-11-29 18:29:41.780642;510;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Gerardo Martinez;masculino;dinheiro
2025-11-29 20:17:39.808042;511;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Cynthia Green;feminino;dinheiro
2025-11-29 21:29:45.434571;512;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Joan Smith;feminino;boleto
2025-11-30 15:44:41.667041;513;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Kyra Alvarez;feminino;dinheiro
2025-11-30 15:57:43.785078;514;Florianópolis;Gabriela Santos;Smartwatch Garmin;Krystal Coronado;feminino;dinheiro
2025-11-30 17:58:35.805916;515;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Lisa Kennelly;feminino;pix
2025-11-30 18:30:36.175197;516;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;David Quinn;masculino;cartão de crédito
2025-11-30 20:37:35.340044;517;São Paulo;Ana Oliveira;Smartwatch Garmin;Rebecca Fuentes;feminino;dinheiro
2025-11-30 23:18:40.804080;518;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Marsha Williamson;feminino;cartão de crédito
2025-12-01 15:01:39.526974;519;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Scott Gillespie;masculino;dinheiro
2025-12-01 17:20:44.475503;520;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Roger Massengale;masculino;pix
2025-12-01 18:01:44.326877;521;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Matt Sweeney;masculino;dinheiro
2025-12-01 21:27:40.908250;522;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Kelly Murray;feminino;dinheiro
2025-12-01 23:19:43.709885;523;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mary Jackson;feminino;cartão de crédito
2025-12-02 13:37:44.874785;524;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Eileen Long;feminino;boleto
2025-12-02 14:40:45.580796;525;São Paulo;Lucas Pereira;Smartwatch Garmin;Jean Trainor;feminino;pix
2025-12-02 16:08:36.273317;526;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Robert Smith;masculino;boleto
2025-12-02 16:10:42.877103;527;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Mozelle Hankerson;feminino;boleto
2025-12-02 16:33:37.707328;528;São Paulo;Lucas Pereira;Tablet Apple Ipad;James Kincade;masculino;dinheiro
2025-12-02 18:23:38.985453;529;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Donald Mcentyre;masculino;dinheiro
2025-12-02 23:11:42.380640;530;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Kenneth Dawson;masculino;pix
2025-12-03 12:26:43.707787;531;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Joan Adam;feminino;boleto
2025-12-03 12:43:38.279639;532;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Kim Harris;feminino;dinheiro
2025-12-03 19:05:37.136769;533;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Howard Franklin;masculino;boleto
2025-12-03 21:20:38.457446;534;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Brian Price;masculino;pix
2025-12-04 13:09:44.391835;535;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Sarah Glenn;feminino;dinheiro
2025-12-04 17:47:35.164065;536;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Reina Holben;feminino;cartão de crédito
2025-12-04 17:58:40.660388;537;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Marilyn Allen;feminino;pix
2025-12-04 19:39:44.152538;538;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Ronald Camacho;masculino;pix
2025-12-04 20:24:40.262532;539;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Clare Weaver;feminino;boleto
2025-12-04 21:52:44.620261;540;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Cathy Mertz;feminino;pix
2025-12-04 21:57:39.870907;541;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Esther Buttry;feminino;boleto
2025-12-04 22:46:45.103417;542;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;James Ricks;masculino;dinheiro
2025-12-04 23:21:36.290059;543;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Lewis Bazile;masculino;cartão de crédito
2025-12-05 12:32:37.386952;544;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;George Davis;masculino;dinheiro
2025-12-05 13:17:36.494739;545;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Charles Reusswig;masculino;pix
2025-12-05 15:58:42.330850;546;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Robert Scott;masculino;cartão de crédito
2025-12-05 16:26:45.824038;547;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Cathy Callahan;feminino;dinheiro
2025-12-05 19:07:42.987499;548;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Joan Burton;feminino;pix
2025-12-05 19:13:35.783281;549;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Amanda Gould;feminino;boleto
2025-12-05 20:35:41.393930;550;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Salvador Morton;masculino;pix
2025-12-05 21:42:40.914600;551;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Robert Santmyer;masculino;cartão de crédito
2025-12-06 16:34:37.186563;552;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Bridget Keltner;feminino;dinheiro
2025-12-06 17:59:42.209102;553;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Joseph Grogan;masculino;cartão de crédito
2025-12-06 18:43:38.499225;554;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;David Ackerman;masculino;boleto
2025-12-07 13:14:40.088386;555;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Albert Mcgowan;masculino;cartão de crédito
2025-12-07 17:18:41.828870;556;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Edward Shaffer;masculino;boleto
2025-12-07 19:29:42.984738;557;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Allyson Smith;feminino;boleto
2025-12-07 21:18:35.380315;558;Florianópolis;Tiago Lima;Tablet Apple Ipad;Rosa Matthews;feminino;dinheiro
2025-12-07 22:05:45.172184;559;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Clint Vang;masculino;dinheiro
2025-12-08 14:23:40.381163;560;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Christopher Lucas;masculino;cartão de crédito
2025-12-08 15:16:41.966912;561;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Theresa Boudreaux;feminino;dinheiro
2025-12-08 15:17:40.955363;562;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Marie Hernandez;feminino;boleto
2025-12-08 15:36:36.037235;563;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Benjamin Cline;masculino;boleto
2025-12-08 16:46:43.622488;564;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Steve Skiles;masculino;dinheiro
2025-12-08 16:48:39.672081;565;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Veronica Woods;feminino;cartão de crédito
2025-12-08 18:33:45.511655;566;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Gary Christenson;masculino;pix
2025-12-08 19:53:42.777750;567;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Noel Quinn;masculino;cartão de crédito
2025-12-08 20:26:41.974033;568;São Paulo;Ana Oliveira;Tablet Apple Ipad;Bryan Correla;masculino;dinheiro
2025-12-09 14:08:36.962481;569;Porto Alegre;Mariana Gomes;Smartwatch Garmin;David Intrieri;masculino;dinheiro
2025-12-09 20:11:44.232935;570;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Samuel Wright;masculino;pix
2025-12-10 13:20:44.446348;571;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Hans White;masculino;boleto
2025-12-10 13:23:39.030793;572;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Dionne Roy;feminino;dinheiro
2025-12-10 15:05:43.512049;573;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Michael Dixon;masculino;pix
2025-12-10 19:57:45.353654;574;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Kevin Richmond;masculino;cartão de crédito
2025-12-10 21:11:42.426641;575;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Donette Schwendemann;feminino;pix
2025-12-10 21:33:36.015406;576;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Heather Conyers;feminino;boleto
2025-12-10 22:59:38.501128;577;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Melissa Garcia;feminino;boleto
2025-12-11 12:26:40.735754;578;São Paulo;Ana Oliveira;Tablet Apple Ipad;Rosemary Stevens;feminino;boleto
2025-12-11 15:31:45.245904;579;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Arthur Lindstedt;masculino;pix
2025-12-11 16:36:38.346939;580;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Bruce Ellis;masculino;cartão de crédito
2025-12-11 16:56:40.140280;581;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Michael Sanches;masculino;dinheiro
2025-12-11 20:03:39.025857;582;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Melanie Frost;feminino;dinheiro
2025-12-12 13:55:44.320695;583;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Robert Adams;masculino;pix
2025-12-12 16:58:41.236042;584;Florianópolis;Gabriela Santos;Smartwatch Garmin;Travis Billie;masculino;pix
2025-12-12 17:01:37.593453;585;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Catherine Bordley;feminino;cartão de crédito
2025-12-12 18:53:43.156592;586;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Dorothy Wykes;feminino;pix
2025-12-12 19:05:42.035398;587;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Brenda Mcgee;feminino;cartão de crédito
2025-12-13 19:46:45.323672;588;São Paulo;Lucas Pereira;Smartwatch Garmin;Timothy Schechter;masculino;pix
2025-12-13 20:58:42.285127;589;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Patricia Donahue;feminino;boleto
2025-12-13 21:36:45.110564;590;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Martha Barrett;feminino;pix
2025-12-14 16:13:36.846025;591;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Linda Stiver;feminino;boleto
2025-12-14 17:02:44.663980;592;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Mary Pearl;feminino;pix
2025-12-14 20:29:40.409045;593;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Robin Vogel;feminino;dinheiro
2025-12-14 21:01:36.595292;594;Florianópolis;Gabriela Santos;Smartwatch Garmin;Gary Ryan;masculino;boleto
2025-12-14 22:37:39.421368;595;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Heather Polsgrove;feminino;cartão de crédito
2025-12-15 17:15:41.741937;596;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Deborah Shuman;feminino;pix
2025-12-15 18:00:45.505203;597;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jessica Curtis;feminino;dinheiro
2025-12-15 21:01:39.200558;598;Florianópolis;Tiago Lima;Smartwatch Garmin;Kendra Jones;feminino;pix
2025-12-15 21:26:39.482191;599;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Nathaniel Casper;masculino;dinheiro
2025-12-16 12:40:39.895137;600;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Brenda Hurtado;feminino;pix
2025-12-16 14:21:40.261898;601;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Faith Jimenez;feminino;boleto
2025-12-16 19:12:45.513600;602;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Melissa Connors;feminino;boleto
2025-12-16 21:06:45.277447;603;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;John Covington;masculino;pix
2025-12-17 15:25:43.552602;604;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Terri Kidd;feminino;boleto
2025-12-17 15:53:45.610868;605;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Tina Haire;feminino;boleto
2025-12-17 22:06:38.773890;606;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;William Burnette;masculino;dinheiro
2025-12-17 22:34:39.331439;607;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Ann Noe;feminino;cartão de crédito
2025-12-18 15:28:43.877046;608;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Gary Wardlaw;masculino;boleto
2025-12-18 15:40:36.852770;609;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Fred Edwards;masculino;cartão de crédito
2025-12-18 16:14:44.103480;610;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;James Mitchell;masculino;dinheiro
2025-12-18 22:03:40.693867;611;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Elizabeth Allen;feminino;pix
2025-12-18 23:20:38.198515;612;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mamie Siever;feminino;pix
2025-12-19 15:52:38.643904;613;São Paulo;Lucas Pereira;Smartwatch Garmin;Patricia Young;feminino;cartão de crédito
2025-12-19 16:41:44.868294;614;São Paulo;Ana Oliveira;Tablet Apple Ipad;Thomas Daly;masculino;pix
2025-12-19 18:14:35.684232;615;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Robert Alexander;masculino;pix
2025-12-19 19:52:38.162635;616;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Vern Nassar;masculino;dinheiro
2025-12-20 19:06:42.133428;617;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Andrew Barrett;masculino;cartão de crédito
2025-12-21 12:57:40.368241;618;Florianópolis;Gabriela Santos;Smartwatch Garmin;Pamela Brett;feminino;pix
2025-12-21 13:37:35.715862;619;Florianópolis;Tiago Lima;Smartwatch Garmin;Elvie Kafer;feminino;pix
2025-12-21 13:58:44.321168;620;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Kenneth Rains;masculino;boleto
2025-12-21 14:05:36.176902;621;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Edward Brock;masculino;pix
2025-12-21 14:36:40.759009;622;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Shella Duffy;feminino;pix
2025-12-21 16:30:37.623519;623;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Walter Hamilton;masculino;dinheiro
2025-12-21 16:38:36.758238;624;São Paulo;Ana Oliveira;Smartwatch Garmin;Nancy Morales;feminino;boleto
2025-12-21 16:42:40.016553;625;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Otis Geiger;masculino;cartão de crédito
2025-12-21 19:31:36.493861;626;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Edward Garrett;masculino;boleto
2025-12-21 20:58:36.076756;627;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Elaine Adams;feminino;pix
2025-12-21 21:19:44.785917;628;Florianópolis;Gabriela Santos;Smartwatch Garmin;Rod Vega;masculino;boleto
2025-12-22 12:58:38.119648;629;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Terrence Sumler;masculino;dinheiro
2025-12-22 13:09:43.556011;630;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Lamar Cottrell;masculino;cartão de crédito
2025-12-22 13:38:39.566006;631;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Carol Walker;feminino;pix
2025-12-22 14:02:40.391495;632;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Eleanor Morris;feminino;boleto
2025-12-22 14:04:39.202591;633;Florianópolis;Tiago Lima;Smartwatch Garmin;Darrell Badgley;masculino;pix
2025-12-22 17:24:38.608844;634;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Rosemary Jensen;feminino;pix
2025-12-22 22:36:38.586075;635;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Kimberly Bushovisky;feminino;cartão de crédito
2025-12-22 22:57:36.916609;636;Florianópolis;Gabriela Santos;Smartwatch Garmin;Frank Kash;masculino;pix
2025-12-22 23:03:37.583810;637;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Linda Lemieux;feminino;cartão de crédito
2025-12-23 15:29:36.665773;638;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jeanette Francis;feminino;cartão de crédito
2025-12-23 18:03:36.050915;639;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Kimberly Coleman;feminino;pix
2025-12-23 20:39:40.427611;640;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Anne Kelley;feminino;dinheiro
2025-12-23 22:01:40.072224;641;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Lucille Bloomquist;feminino;dinheiro
2025-12-23 23:18:37.611013;642;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;George Miller;feminino;pix
2025-12-24 21:02:36.930172;643;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Elizabeth Lefler;feminino;pix
2025-12-25 13:26:38.898182;644;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Maria Mosley;feminino;cartão de crédito
2025-12-25 16:30:41.836318;645;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Joseph Ramsey;masculino;dinheiro
2025-12-25 22:29:40.528318;646;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Pearline Olsen;feminino;pix
2025-12-26 13:09:39.772182;647;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Christy Stepro;feminino;boleto
2025-12-26 13:09:41.050772;648;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Brett Headley;masculino;pix
2025-12-26 14:05:38.094185;649;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Margaret Lopez;feminino;boleto
2025-12-26 14:09:36.905180;650;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Emily Knapp;feminino;dinheiro
2025-12-26 22:48:38.327987;651;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Elizabeth Overstreet;feminino;cartão de crédito
2025-12-27 14:56:37.075262;652;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Marshall Lewallen;masculino;cartão de crédito
2025-12-27 20:43:37.792535;653;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Timothy Cocks;masculino;pix
2025-12-27 21:16:37.908831;654;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Tammie Willis;feminino;cartão de crédito
2025-12-28 13:20:37.790799;655;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Otis Horton;masculino;dinheiro
2025-12-28 15:27:35.371370;656;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Jan Bucklin;feminino;boleto
2025-12-28 16:44:40.000067;657;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Linda Feliciano;feminino;cartão de crédito
2025-12-28 18:29:40.390688;658;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Bryan Rodriquez;masculino;boleto
2025-12-28 18:33:38.681399;659;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Felipa Batista;feminino;boleto
2025-12-28 20:00:43.620013;660;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Paul Hall;masculino;pix
2025-12-28 21:02:43.976714;661;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Donna Stgermain;feminino;cartão de crédito
2025-12-28 21:09:37.356352;662;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Mark Gienger;masculino;boleto
2025-12-28 22:12:35.393482;663;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Terry Gaucin;masculino;boleto
2025-12-29 13:05:41.826160;664;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Donald Smith;masculino;cartão de crédito
2025-12-29 13:32:43.620269;665;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Jeffrey Brown;masculino;dinheiro
2025-12-29 13:42:38.083428;666;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Frances Selph;feminino;boleto
2025-12-29 15:30:38.433989;667;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Edward Joyce;masculino;boleto
2025-12-29 16:22:38.533672;668;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Robert Oshima;masculino;pix
2025-12-29 20:14:35.354124;669;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Susan Stout;feminino;dinheiro
2025-12-29 21:38:40.483604;670;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Sandy Bates;feminino;cartão de crédito
2025-12-29 22:01:45.678666;671;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Michael Taylor;masculino;pix
2025-12-29 23:04:35.012127;672;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Patricia Nickell;feminino;pix
2025-12-30 14:03:44.447882;673;São Paulo;Ana Oliveira;Smartwatch Garmin;Carlos Lott;masculino;dinheiro
2025-12-30 20:46:44.237937;674;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Charles Garrido;masculino;dinheiro
2025-12-30 21:04:42.211294;675;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Derrick Barjas;masculino;dinheiro
2025-12-31 12:48:42.871099;676;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Robert Cohen;masculino;pix
2025-12-31 14:20:43.281206;677;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Carolyn Upright;feminino;dinheiro
2025-12-31 18:10:41.286120;678;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Carol Harris;feminino;cartão de crédito
2025-12-31 18:33:39.333425;679;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Amanda Coss;feminino;boleto
2025-12-31 19:50:39.686920;680;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Steven Miyasato;masculino;cartão de crédito
2025-12-31 20:40:45.403244;681;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Rachel Ramirez;feminino;cartão de crédito
2025-12-31 23:15:39.144753;682;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Harvey Mack;masculino;pix
2026-01-01 13:07:43.620556;683;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Alberto Medley;masculino;dinheiro
2026-01-01 13:52:42.860390;684;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Maura Newton;feminino;dinheiro
2026-01-01 16:18:38.716693;685;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Hector Lu;masculino;pix
2026-01-01 17:31:40.483327;686;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Louise Tucker;feminino;pix
2026-01-01 17:54:40.908906;687;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Adam Broadwater;masculino;pix
2026-01-01 18:15:43.321627;688;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Chris Godzik;masculino;cartão de crédito
2026-01-01 19:02:39.375730;689;Florianópolis;Tiago Lima;Smartwatch Garmin;Gilbert Bona;masculino;pix
2026-01-01 20:34:37.082599;690;São Paulo;Ana Oliveira;Smartwatch Garmin;Daniel Kilbourn;masculino;cartão de crédito
2026-01-01 22:24:45.077389;691;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Jolene Acuna;feminino;dinheiro
2026-01-01 22:53:43.730468;692;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Patrick Ray;masculino;cartão de crédito
2026-01-02 13:31:44.728521;693;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Minnie Rosales;feminino;dinheiro
2026-01-02 14:49:39.941734;694;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mary Switzer;feminino;dinheiro
2026-01-02 15:05:41.072749;695;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Herbert Sanders;masculino;boleto
2026-01-02 17:09:41.810771;696;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Sean Beal;masculino;boleto
2026-01-03 17:01:37.812319;697;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Myrtie Chicoine;feminino;dinheiro
2026-01-03 17:15:41.147974;698;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;William Forman;masculino;pix
2026-01-03 17:31:40.806459;699;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Howard Skillern;masculino;pix
2026-01-03 18:26:37.080924;700;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Travis May;masculino;pix
2026-01-03 21:25:37.503918;701;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;John Maples;masculino;pix
2026-01-04 15:05:41.886822;702;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Edward Storm;masculino;cartão de crédito
2026-01-04 15:24:45.296914;703;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Natalie Ducharme;feminino;boleto
2026-01-04 18:31:36.315775;704;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Albert Olson;masculino;cartão de crédito
2026-01-04 18:41:37.623098;705;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Angie Wallace;feminino;cartão de crédito
2026-01-04 18:49:40.263646;706;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Donna Johnson;feminino;cartão de crédito
2026-01-04 18:58:39.933398;707;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Ester Mccoy;feminino;pix
2026-01-04 20:04:42.108430;708;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ruth Snethen;feminino;boleto
2026-01-04 22:20:42.331328;709;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Barbara Dromgoole;feminino;cartão de crédito
2026-01-04 22:34:38.502289;710;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Debbie Dye;feminino;cartão de crédito
2026-01-05 13:15:38.016999;711;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Joseph Hughes;masculino;cartão de crédito
2026-01-05 17:23:42.371525;712;Florianópolis;Gabriela Santos;Smartwatch Garmin;Dallas Edwards;masculino;boleto
2026-01-05 18:31:40.659787;713;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;James Adams;masculino;dinheiro
2026-01-05 18:55:36.316225;714;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Gladys Kelly;feminino;cartão de crédito
2026-01-05 19:36:42.297472;715;Florianópolis;Tiago Lima;Smartwatch Garmin;Bernard Jenkins;masculino;dinheiro
2026-01-05 22:16:36.485406;716;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Stephen Lopez;masculino;cartão de crédito
2026-01-06 12:55:39.032595;717;Florianópolis;Tiago Lima;Tablet Apple Ipad;Jacqueline Lee;feminino;cartão de crédito
2026-01-06 16:04:39.701859;718;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;James Moher;masculino;boleto
2026-01-06 17:32:38.351366;719;São Paulo;Lucas Pereira;Smartwatch Garmin;Kenneth Jones;masculino;dinheiro
2026-01-06 18:03:45.467979;720;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Mauricio Merritt;masculino;cartão de crédito
2026-01-07 13:09:41.890011;721;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Kay Wilson;feminino;cartão de crédito
